id,nom_aliment,colonne,ancienne_valeur,nouvelle_valeur,unité,source_principale,source_secondaire,justification,niveau_de_confiance,date
20292,"Courge butternut, cuite",Vitamine_B9_µg_100g,,19.0,µg,"USDA FoodData Central (SR Legacy) — Squash, winter, butternut, cooked, baked, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20292,"Courge butternut, cuite",Vitamine_B12_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Squash, winter, butternut, cooked, baked, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
15064,"Courge, graine, séchée",Vitamine_B9_µg_100g,,58.0,µg,"USDA FoodData Central (SR Legacy) — Seeds, pumpkin and squash seed kernels, dried",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
15064,"Courge, graine, séchée",Sélénium_µg_100g,,9.4,µg,"USDA FoodData Central (SR Legacy) — Seeds, pumpkin and squash seed kernels, dried",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20021,"Courgette, chair et peau, cuite",Vitamine_B9_µg_100g,,28.0,µg,"USDA FoodData Central (SR Legacy) — Squash, summer, zucchini, includes skin, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
11089,"Curcuma, poudre",Vitamine_B9_µg_100g,,20.0,µg,"USDA FoodData Central (SR Legacy) — Spices, turmeric, ground",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Moyen,2026-08-04
11089,"Curcuma, poudre",Sélénium_µg_100g,,6.2,µg,"USDA FoodData Central (SR Legacy) — Spices, turmeric, ground",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Moyen,2026-08-04
11089,"Curcuma, poudre",Beta-Carotène_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Spices, turmeric, ground",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Moyen,2026-08-04
13011,"Datte, chair et peau, sèche",Vitamine_B9_µg_100g,,19.0,µg,"USDA FoodData Central (SR Legacy) — Dates, deglet noor",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Moyen,2026-08-04
12805,Fromage de chèvre frais,Vitamine_K1_µg_100g,,1.8,µg,"USDA FoodData Central (SR Legacy) — Cheese, goat, soft type",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Moyen,2026-08-04
12805,Fromage de chèvre frais,Vitamine_B12_µg_100g,,0.19,µg,"USDA FoodData Central (SR Legacy) — Cheese, goat, soft type",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Moyen,2026-08-04
11074,"Gingembre, racine fraîche",Vitamine_B9_µg_100g,,11.0,µg,"USDA FoodData Central (SR Legacy) — Ginger root, raw",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20502,"Haricot blanc, bouilli",Vitamine_B9_µg_100g,,81.0,µg,"USDA FoodData Central (SR Legacy) — Beans, white, mature seeds, cooked, boiled, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20503,"Haricot rouge, bouilli",Vitamine_B9_µg_100g,,130.0,µg,"USDA FoodData Central (SR Legacy) — Beans, kidney, red, mature seeds, cooked, boiled, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20320,"Haricot vert, bouilli/cuit à l'eau",Vitamine_B9_µg_100g,,33.0,µg,"USDA FoodData Central (SR Legacy) — Beans, snap, green, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20320,"Haricot vert, bouilli/cuit à l'eau",Vitamine_D_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Beans, snap, green, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20320,"Haricot vert, bouilli/cuit à l'eau",Vitamine_B12_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Beans, snap, green, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
13021,"Kiwi, chair sans peau, cru",Vitamine_B9_µg_100g,,26.0,µg,"USDA FoodData Central (Foundation) — Kiwifruit, green, raw",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
19546,"Lait fermenté type yaourt au bifidus, nature",Vitamine_K1_µg_100g,,0.2,µg,"USDA FoodData Central (SR Legacy) — Yogurt, plain, whole milk",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Moyen,2026-08-04
19546,"Lait fermenté type yaourt au bifidus, nature",Vitamine_B9_µg_100g,,7.0,µg,"USDA FoodData Central (SR Legacy) — Yogurt, plain, whole milk",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Moyen,2026-08-04
20589,"Lentille corail, bouillie",Vitamine_B9_µg_100g,,181.0,µg,"USDA FoodData Central (SR Legacy) — Lentils, mature seeds, cooked, boiled, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Moyen,2026-08-04
20589,"Lentille corail, bouillie",Vitamine_B12_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Lentils, mature seeds, cooked, boiled, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Moyen,2026-08-04
20360,"Lentille, bouillie/cuite à l'eau",Vitamine_B9_µg_100g,,181.0,µg,"USDA FoodData Central (SR Legacy) — Lentils, mature seeds, cooked, boiled, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Moyen,2026-08-04
20360,"Lentille, bouillie/cuite à l'eau",Vitamine_B12_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Lentils, mature seeds, cooked, boiled, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Moyen,2026-08-04
31008,Miel,Vitamine_B9_µg_100g,,2.0,µg,USDA FoodData Central (SR Legacy) — Honey,,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
15005,"Noix, cerneau, séchée",Vitamine_B9_µg_100g,,98.0,µg,"USDA FoodData Central (SR Legacy) — Nuts, walnuts, english",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
9322,"Orge perlée, bouillie",Vitamine_B9_µg_100g,,16.0,µg,"USDA FoodData Central (SR Legacy) — Barley, pearled, cooked",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
9322,"Orge perlée, bouillie",Sélénium_µg_100g,,8.6,µg,"USDA FoodData Central (SR Legacy) — Barley, pearled, cooked",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
7004,"Pain blanc, passé au grille-pain",Vitamine_B12_µg_100g,,0.02,µg,"USDA FoodData Central (SR Legacy) — Bread, white, commercially prepared, toasted",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20325,"Panais, cuit à l'étouffée",Vitamine_B9_µg_100g,,58.0,µg,"USDA FoodData Central (SR Legacy) — Parsnips, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Moyen,2026-08-04
20325,"Panais, cuit à l'étouffée",Vitamine_D_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Parsnips, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Moyen,2026-08-04
20325,"Panais, cuit à l'étouffée",Vitamine_B12_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Parsnips, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Moyen,2026-08-04
11014,"Persil, frais",Vitamine_B9_µg_100g,,152.0,µg,"USDA FoodData Central (SR Legacy) — Parsley, fresh",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20507,"Pois chiche, bouilli/cuit à l'eau",Vitamine_B9_µg_100g,,172.0,µg,"USDA FoodData Central (SR Legacy) — Chickpeas (garbanzo beans, bengal gram), mature seeds, cooked, boiled, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20507,"Pois chiche, bouilli/cuit à l'eau",Vitamine_B12_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Chickpeas (garbanzo beans, bengal gram), mature seeds, cooked, boiled, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20087,"Poivron rouge, cru",Vitamine_B9_µg_100g,,46.0,µg,"USDA FoodData Central (SR Legacy) — Peppers, sweet, red, raw",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
28203,"Porc, filet mignon cuit",Vitamine_K1_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Pork, fresh, loin, tenderloin, separable lean only, cooked, roasted",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
28203,"Porc, filet mignon cuit",Vitamine_B9_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Pork, fresh, loin, tenderloin, separable lean only, cooked, roasted",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
28203,"Porc, filet mignon cuit",Vitamine_D_µg_100g,,0.2,µg,"USDA FoodData Central (SR Legacy) — Pork, fresh, loin, tenderloin, separable lean only, cooked, roasted",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
28203,"Porc, filet mignon cuit",Beta-Carotène_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Pork, fresh, loin, tenderloin, separable lean only, cooked, roasted",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
36041,"Poulet, filet, grillé/poêlé",Vitamine_K1_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, grilled",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
36041,"Poulet, filet, grillé/poêlé",Beta-Carotène_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, grilled",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
36032,"Poulet, poitrine, viande et peau rôties",Sélénium_µg_100g,,24.7,µg,"USDA FoodData Central (SR Legacy) — Chicken, broilers or fryers, breast, meat and skin, cooked, roasted",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
9341,"Quinoa, bouilli/cuit à l'eau",Vitamine_B9_µg_100g,,42.0,µg,"USDA FoodData Central (SR Legacy) — Quinoa, cooked",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20045,"Radis rouge, cru",Vitamine_B9_µg_100g,,25.0,µg,"USDA FoodData Central (SR Legacy) — Radishes, raw",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20217,"Roquette, crue",Vitamine_B9_µg_100g,,97.0,µg,"USDA FoodData Central (SR Legacy) — Arugula, raw",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20217,"Roquette, crue",Sélénium_µg_100g,,0.3,µg,"USDA FoodData Central (SR Legacy) — Arugula, raw",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
15010,"Sésame, graine",Vitamine_B9_µg_100g,,97.0,µg,"USDA FoodData Central (SR Legacy) — Seeds, sesame seeds, whole, dried",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
15011,"Tournesol, graine",Vitamine_B9_µg_100g,,227.0,µg,"USDA FoodData Central (SR Legacy) — Seeds, sunflower seed kernels, dried",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20336,"Épinard, bouilli/cuit à l'eau",Vitamine_B9_µg_100g,,146.0,µg,"USDA FoodData Central (SR Legacy) — Spinach, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20336,"Épinard, bouilli/cuit à l'eau",Vitamine_D_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Spinach, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20336,"Épinard, bouilli/cuit à l'eau",Vitamine_B12_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Spinach, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20059,"Épinard, cru",Vitamine_B9_µg_100g,,194.0,µg,"USDA FoodData Central (SR Legacy) — Spinach, raw",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20000,"Artichaut, cuit",Vitamine_B9_µg_100g,,89.0,µg,"USDA FoodData Central (SR Legacy) — Artichokes, (globe or french), cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20277,"Asperge blanche, bouillie/cuite à l'eau",Vitamine_B9_µg_100g,,149.0,µg,"USDA FoodData Central (SR Legacy) — Asparagus, cooked, boiled, drained",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20277,"Asperge blanche, bouillie/cuite à l'eau",Vitamine_D_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Asparagus, cooked, boiled, drained",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20277,"Asperge blanche, bouillie/cuite à l'eau",Vitamine_B12_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Asparagus, cooked, boiled, drained",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20076,"Asperge, appertisée, égouttée",Vitamine_B9_µg_100g,,96.0,µg,"USDA FoodData Central (SR Legacy) — Asparagus, canned, drained solids",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20282,"Asperge, blanche ou violette, pelée, crue",Vitamine_B9_µg_100g,,52.0,µg,"USDA FoodData Central (SR Legacy) — Asparagus, raw",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20349,"Asperge, bouillie/cuite à l'eau (aliment moyen)",Vitamine_B9_µg_100g,,149.0,µg,"USDA FoodData Central (SR Legacy) — Asparagus, cooked, boiled, drained",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20349,"Asperge, bouillie/cuite à l'eau (aliment moyen)",Vitamine_D_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Asparagus, cooked, boiled, drained",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20349,"Asperge, bouillie/cuite à l'eau (aliment moyen)",Vitamine_B12_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Asparagus, cooked, boiled, drained",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20279,"Asperge, verte, crue",Vitamine_K1_µg_100g,,41.6,µg,"USDA FoodData Central (SR Legacy) — Asparagus, raw",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20279,"Asperge, verte, crue",Vitamine_B9_µg_100g,,52.0,µg,"USDA FoodData Central (SR Legacy) — Asparagus, raw",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20279,"Asperge, verte, crue",Sélénium_µg_100g,,2.3,µg,"USDA FoodData Central (SR Legacy) — Asparagus, raw",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20279,"Asperge, verte, crue",Beta-Carotène_µg_100g,,449.0,µg,"USDA FoodData Central (SR Legacy) — Asparagus, raw",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20053,"Aubergine, crue",Vitamine_B9_µg_100g,,22.0,µg,"USDA FoodData Central (SR Legacy) — Eggplant, raw",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20002,"Aubergine, cuite",Vitamine_B9_µg_100g,,14.0,µg,"USDA FoodData Central (SR Legacy) — Eggplant, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20198,"Bambou, pousse, crue",Vitamine_B9_µg_100g,,7.0,µg,"USDA FoodData Central (SR Legacy) — Bamboo shoots, raw",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20198,"Bambou, pousse, crue",Sélénium_µg_100g,,0.8,µg,"USDA FoodData Central (SR Legacy) — Bamboo shoots, raw",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20188,"Bambou, pousses, appertisées, égouttées",Vitamine_B9_µg_100g,,3.0,µg,"USDA FoodData Central (SR Legacy) — Bamboo shoots, canned, drained solids",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20188,"Bambou, pousses, appertisées, égouttées",Sélénium_µg_100g,,0.5,µg,"USDA FoodData Central (SR Legacy) — Bamboo shoots, canned, drained solids",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20123,"Batavia, crue",Vitamine_B9_µg_100g,,38.0,µg,"USDA FoodData Central (SR Legacy) — Lettuce, green leaf, raw",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Moyen,2026-08-04
20123,"Batavia, crue",Vitamine_D_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Lettuce, green leaf, raw",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Moyen,2026-08-04
20123,"Batavia, crue",Vitamine_B12_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Lettuce, green leaf, raw",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Moyen,2026-08-04
20004,"Bette ou blette, côte (sans feuille), crue",Vitamine_B9_µg_100g,,14.0,µg,"USDA FoodData Central (SR Legacy) — Chard, swiss, raw",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20004,"Bette ou blette, côte (sans feuille), crue",Vitamine_B12_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Chard, swiss, raw",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20005,"Bette ou blette, côte (sans feuille), cuite",Vitamine_B9_µg_100g,,9.0,µg,"USDA FoodData Central (SR Legacy) — Chard, swiss, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20005,"Bette ou blette, côte (sans feuille), cuite",Vitamine_B12_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Chard, swiss, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20301,"Bette ou blette, côte et feuille, bouillie/cuite à l'eau",Vitamine_B9_µg_100g,,9.0,µg,"USDA FoodData Central (SR Legacy) — Chard, swiss, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20301,"Bette ou blette, côte et feuille, bouillie/cuite à l'eau",Vitamine_D_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Chard, swiss, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20301,"Bette ou blette, côte et feuille, bouillie/cuite à l'eau",Vitamine_B12_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Chard, swiss, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20302,"Brocoli, bouilli/cuit à l'eau, croquant",Vitamine_B9_µg_100g,,108.0,µg,"USDA FoodData Central (SR Legacy) — Broccoli, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20302,"Brocoli, bouilli/cuit à l'eau, croquant",Vitamine_D_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Broccoli, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20302,"Brocoli, bouilli/cuit à l'eau, croquant",Vitamine_B12_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Broccoli, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20303,"Brocoli, bouilli/cuit à l'eau, fondant",Vitamine_B9_µg_100g,,108.0,µg,"USDA FoodData Central (SR Legacy) — Broccoli, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20303,"Brocoli, bouilli/cuit à l'eau, fondant",Vitamine_D_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Broccoli, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20303,"Brocoli, bouilli/cuit à l'eau, fondant",Vitamine_B12_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Broccoli, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20351,"Brocoli, cuit (aliment moyen)",Vitamine_B9_µg_100g,,108.0,µg,"USDA FoodData Central (SR Legacy) — Broccoli, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20351,"Brocoli, cuit (aliment moyen)",Vitamine_D_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Broccoli, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
20351,"Brocoli, cuit (aliment moyen)",Vitamine_B12_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Broccoli, cooked, boiled, drained, with salt",,Extraction multi-nutriments sur fiche USDA déjà validée manuellement (identité/cuisson/partie consommée vérifiées lors d'un lot précédent).,Élevé,2026-08-04
